rank,token,total_count,document_frequency,percent_of_documents
1994,speculative,4,3,0.19
1995,cpu/memory,4,3,0.19
1996,kick-in,4,2,0.13
1997,catch,4,3,0.19
1998,escape,4,3,0.19
1999,pcore,4,1,0.06
2000,cf,4,2,0.13
2001,-1,4,3,0.19
2002,yarn-392,4,4,0.26
2003,anything,4,4,0.26
2004,retry-count-window-ms,4,1,0.06
2005,elasticity,4,3,0.19
2006,mr1,4,4,0.26
2007,q2,4,1,0.06
2008,used-capacity,4,1,0.06
2009,in-progress,4,1,0.06
2010,fi,4,1,0.06
2011,jquery,4,3,0.19
2012,yarn-10465,4,3,0.19
2013,rm3,4,1,0.06
2014,corresponding,3,3,0.19
2015,namely,3,3,0.19
2016,hb,3,3,0.19
2017,vertex,3,1,0.06
2018,guava,3,2,0.13
2019,troubleshoot,3,2,0.13
2020,alone,3,3,0.19
2021,enum,3,3,0.19
2022,extendability,3,3,0.19
2023,lift,3,3,0.19
2024,methodorvariablename-whitelist,3,1,0.06
2025,sre,3,1,0.06
2026,despite,3,3,0.19
2027,boom,3,2,0.13
2028,dangle,3,2,0.13
2029,reinitialize,3,3,0.19
2030,depth,3,2,0.13
2031,rogue,3,2,0.13
2032,research,3,3,0.19
2033,uniform,3,3,0.19
2034,high-level,3,2,0.13
2035,crucial,3,3,0.19
2036,integer,3,3,0.19
2037,required,3,3,0.19
2038,absolutely,3,3,0.19
2039,worth,3,3,0.19
2040,exists,3,3,0.19
2041,repository,3,2,0.13
2042,adoption,3,3,0.19
2043,layout,3,3,0.19
2044,category,3,2,0.13
2045,jstacks,3,2,0.13
2046,application/container,3,3,0.19
2047,yarn-10370,3,3,0.19
2048,fairorderingpolicy,3,2,0.13
2049,worker0,3,1,0.06
2050,tooling,3,3,0.19
2051,clone,3,2,0.13
2052,incorporate,3,3,0.19
2053,user-as-default-queue,3,2,0.13
2054,character,3,3,0.19
2055,daily,3,2,0.13
2056,float,3,3,0.19
2057,yarn-methodorvariablename,3,3,0.19
2058,downstream,3,3,0.19
2059,1gb,3,3,0.19
2060,meaningful,3,3,0.19
2061,print,3,3,0.19
2062,coverage,3,3,0.19
2063,dominate,3,3,0.19
2064,willing,3,3,0.19
2065,render,3,3,0.19
2066,renewer,3,3,0.19
2067,stuck,3,2,0.13
2068,yarn-5910,3,1,0.06
2069,fire,3,1,0.06
2070,yes,3,3,0.19
2071,degradation,3,3,0.19
2072,gridmix,3,2,0.13
2073,usable,3,3,0.19
2074,badly,3,3,0.19
2075,applicationid,3,2,0.13
2076,aka,3,3,0.19
2077,hash,3,3,0.19
2078,yarn-service,3,1,0.06
2079,1k,3,1,0.06
2080,5k,3,2,0.13
2081,s3a,3,2,0.13
2082,libudev,3,1,0.06
2083,node2,3,2,0.13
2084,lease,3,3,0.19
2085,guice,3,1,0.06
2086,long-term,3,2,0.13
2087,defeat,3,3,0.19
2088,nfs,3,3,0.19
2089,preferable,3,3,0.19
2090,backward,3,3,0.19
2091,forget,3,3,0.19
2092,invokes,3,3,0.19
2093,non-docker,3,2,0.13
2094,detailed,3,2,0.13
2095,diagnose,3,2,0.13
2096,picture,3,3,0.19
2097,clusterid,3,2,0.13
2098,plugins,3,3,0.19
2099,decommissioned,3,3,0.19
2100,shortly,3,3,0.19
2101,multi-homed,3,2,0.13
2102,needed,3,3,0.19
2103,submarine,3,2,0.13
2104,orchestration,3,3,0.19
2105,kubernetes,3,2,0.13
2106,oracle,3,2,0.13
2107,totally,3,3,0.19
2108,ut,3,1,0.06
2109,orchestrate,3,3,0.19
2110,happens,3,3,0.19
2111,roughly,3,3,0.19
2112,classify,3,3,0.19
2113,adapter,3,3,0.19
2114,nm-local-dirs,3,1,0.06
2115,exploit,3,3,0.19
2116,uam,3,2,0.13
2117,lightweight,3,3,0.19
2118,periodic,3,3,0.19
2119,plug-in,3,2,0.13
2120,fake,3,1,0.06
2121,websocket,3,2,0.13
2122,stdio,3,1,0.06
2123,program,3,2,0.13
2124,parity,3,3,0.19
2125,intercept,3,3,0.19
2126,spnego,3,2,0.13
2127,key-value,3,3,0.19
2128,gpu-gpu,3,1,0.06
2129,estimation,3,3,0.19
2130,relation,3,3,0.19
2131,countable,3,3,0.19
2132,tcp,3,2,0.13
2133,inspire,3,3,0.19
2134,firewall,3,2,0.13
2135,resolver,3,3,0.19
2136,master-slave,3,2,0.13
2137,yarn-1336,3,3,0.19
2138,slave,3,2,0.13
2139,yarn-8007,3,1,0.06
2140,schedulingrequest,3,1,0.06
2141,trusted,3,3,0.19
2142,describes,3,2,0.13
2143,nowadays,3,3,0.19
2144,javasandbox,3,1,0.06
2145,relatively,3,3,0.19
2146,straightforward,3,3,0.19
2147,technology,3,3,0.19
2148,sufficient,3,3,0.19
2149,ownership,3,2,0.13
2150,constrain,3,3,0.19
2151,initiation,3,2,0.13
2152,abort,3,3,0.19
2153,restrictive,3,3,0.19
2154,hole,3,2,0.13
2155,thereby,3,3,0.19
2156,composition,3,3,0.19
2157,consolidate,3,3,0.19
2158,friendly,3,3,0.19
2159,names,3,3,0.19
2160,succeeded/failed,3,3,0.19
2161,normalization,3,3,0.19
2162,naming,3,3,0.19
2163,tags,3,2,0.13
2164,tightly,3,3,0.19
2165,queuea,3,1,0.06
2166,filepath-aggregation,3,2,0.13
2167,black,3,2,0.13
2168,yarn-site,3,2,0.13
2169,crunch,3,3,0.19
2170,tolerance,3,3,0.19
2171,frequent,3,3,0.19
2172,technique,3,3,0.19
2173,master-worker,3,2,0.13
2174,duration,3,3,0.19
2175,over-commitment,3,2,0.13
2176,demote,3,2,0.13
2177,fragmentation,3,3,0.19
2178,parallelize,3,2,0.13
2179,node-attributes,3,2,0.13
2180,translate,3,3,0.19
2181,namespaces,3,2,0.13
2182,annotate,3,3,0.19
2183,yarn-6592,3,3,0.19
2184,perf,3,3,0.19
2185,in-place,3,2,0.13
2186,combine,3,3,0.19
2187,rm/nm,3,3,0.19
2188,built-in,3,3,0.19
2189,workarounds,3,3,0.19
2190,onboard,3,3,0.19
2191,ds,3,2,0.13
2192,znode,3,3,0.19
2193,iterator,3,1,0.06
2194,yarn-7612,3,2,0.13
2195,unlike,3,3,0.19
2196,drop,3,3,0.19
2197,doesnt,3,3,0.19
2198,recreate,3,2,0.13
2199,fair-scheduler,3,3,0.19
2200,smoothly,3,3,0.19
2201,crawl,3,3,0.19
2202,former,3,3,0.19
2203,differently,3,3,0.19
2204,hadoop-yarn-services-api,3,1,0.06
2205,hadoop-yarn-services,3,1,0.06
2206,ordering,3,3,0.19
2207,historically,3,3,0.19
2208,timer,3,2,0.13
2209,color,3,2,0.13
2210,zip,3,1,0.06
2211,vm,3,3,0.19
2212,centrally,3,3,0.19
2213,amazon,3,3,0.19
2214,deem,3,3,0.19
2215,analytics,3,2,0.13
2216,user-level,3,3,0.19
2217,3\,3,1,0.06
2218,ship,3,3,0.19
2219,vs,3,3,0.19
2220,yarnfile,3,2,0.13
2221,emergency,3,1,0.06
2222,beta,3,2,0.13
2223,zero-copy,3,1,0.06
2224,copying,3,3,0.19
2225,scheduler-independent,3,2,0.13
2226,prone,3,3,0.19
2227,re-initialization,3,2,0.13
2228,yarn-2026,3,2,0.13
2229,four,3,3,0.19
2230,certainly,3,3,0.19
2231,inefficiency,3,2,0.13
2232,inefficient,3,3,0.19
2233,driven,3,2,0.13
2234,slf4j,3,1,0.06
2235,yarn-2901,3,1,0.06
2236,align,3,3,0.19
2237,verification,3,3,0.19
2238,protobuf,3,3,0.19
2239,loose,3,3,0.19
2240,quorum,3,3,0.19
2241,kerberized,3,2,0.13
2242,keystore,3,2,0.13
2243,nodel,3,1,0.06
2244,incr,3,1,0.06
2245,app-logs,3,2,0.13
2246,product,3,3,0.19
2247,gigabit,3,1,0.06
2248,ethernet,3,1,0.06
2249,yarn-3091,3,3,0.19
2250,kafka,3,2,0.13
2251,yarn-node,3,1,0.06
2252,designate,3,3,0.19
2253,anywhere,3,3,0.19
2254,putentitiesasync,3,1,0.06
2255,usecase,3,3,0.19
2256,coordination,3,3,0.19
2257,redirection,3,1,0.06
2258,re-direct,3,1,0.06
2259,rollback,3,2,0.13
2260,collapse,3,1,0.06
2261,docker-less,3,2,0.13
2262,installation,3,3,0.19
2263,accommodate,3,3,0.19
2264,jni,3,3,0.19
2265,builder,3,2,0.13
2266,yarn-4752,3,1,0.06
2267,intel,3,2,0.13
2268,center,3,3,0.19
2269,avoids,3,3,0.19
2270,usual,3,3,0.19
2271,yarn-5611,3,2,0.13
2272,grow,3,3,0.19
2273,offswitch,3,2,0.13
2274,relies,3,2,0.13
2275,minimum-allocation-mb,3,1,0.06
2276,6gb,3,2,0.13
2277,concretely,3,3,0.19
2278,expectation,3,3,0.19
2279,yarn-4205,3,3,0.19
2280,ongoing,3,3,0.19
2281,uploader,3,2,0.13
2282,timelineclient,3,3,0.19
2283,introduction,3,3,0.19
2284,recognition,3,2,0.13
2285,regression,3,2,0.13
2286,audit,3,3,0.19
2287,poor,3,3,0.19
2288,hadoop-yarn-server-timelineservice,3,1,0.06
2289,subsequently,3,3,0.19
2290,functional,3,3,0.19
2291,multi-label,3,1,0.06
2292,logger,3,3,0.19
2293,fail-over,3,3,0.19
2294,downgrade,3,2,0.13
2295,capacity-filepath,3,3,0.19
2296,httponly,3,1,0.06
2297,unattached,3,1,0.06
2298,brief,3,3,0.19
2299,burst,3,2,0.13
2300,scheduling-strategies,3,2,0.13
2301,placeholder,3,3,0.19
2302,yarn-1546,3,3,0.19
2303,yarn-3662,3,3,0.19
2304,envision,3,3,0.19
2305,nested,3,3,0.19
2306,yarn-5211,3,3,0.19
2307,subtask,3,3,0.19
2308,missed-opportunity,3,2,0.13
2309,sec,3,2,0.13
2310,predictably,3,3,0.19
2311,choice,3,3,0.19
2312,edw,3,1,0.06
2313,explore,3,2,0.13
2314,privileged,3,3,0.19
2315,greedy,3,2,0.13
2316,ping,3,3,0.19
2317,aggressively,3,2,0.13
2318,preemptable,3,2,0.13
2319,downloads,3,3,0.19
2320,increasingly,3,3,0.19
2321,stability,3,2,0.13
2322,10g,3,3,0.19
2323,making,3,3,0.19
2324,slas,3,3,0.19
2325,traverse,3,3,0.19
2326,hadoop-yarn-server,3,2,0.13
2327,-libjars,3,1,0.06
2328,yarn-291,3,2,0.13
2329,opportunistically,3,3,0.19
2330,wire,3,3,0.19
2331,flaw,3,2,0.13
2332,wasteful,3,3,0.19
2333,yarn-1489,3,1,0.06
2334,failovers,3,2,0.13
2335,widely,3,3,0.19
2336,app-specific,3,3,0.19
2337,implication,3,3,0.19
2338,concurrency,3,3,0.19
2339,yarn-896,3,2,0.13
2340,naturally,3,2,0.13
2341,swap,3,3,0.19
2342,separated,3,3,0.19
2343,reserved,3,2,0.13
2344,resolution,3,3,0.19
2345,user-facing,3,2,0.13
2346,enter,3,3,0.19
2347,yarn-3942,3,3,0.19
2348,key/value,3,2,0.13
2349,per-label,3,2,0.13
2350,queue-a,3,1,0.06
2351,queue-b,3,1,0.06
2352,heart,3,1,0.06
2353,beat,3,1,0.06
2354,sooner,3,2,0.13
2355,mini,3,2,0.13
2356,querying,3,2,0.13
2357,heartbeating,3,3,0.19
2358,somewhere,3,3,0.19
2359,synchronously,3,3,0.19
2360,deadline,3,3,0.19
2361,proxying,3,3,0.19
2362,rm/scheduler,3,2,0.13
2363,host4,3,1,0.06
2364,host5,3,1,0.06
2365,accumulate,3,3,0.19
2366,entity-level,3,3,0.19
2367,per-queue,3,2,0.13
2368,upper,3,3,0.19
2369,extensive,3,3,0.19
2370,requisite,3,3,0.19
2371,-applicationid,3,2,0.13
2372,reconfigure,3,3,0.19
2373,multiply,3,3,0.19
2374,symlinks,3,2,0.13
2375,manages,3,3,0.19
2376,allocator,3,2,0.13
2377,uniqueness,3,2,0.13
2378,majority,3,3,0.19
2379,yarn-914,3,3,0.19
2380,messy,3,2,0.13
2381,net_cls,3,2,0.13
2382,conclude,3,3,0.19
2383,ttl,3,2,0.13
2384,shape,3,3,0.19
2385,web-uis,3,2,0.13
2386,reconnected,3,1,0.06
2387,non-mr,3,3,0.19
2388,yarn-3030,3,3,0.19
2389,gen,3,3,0.19
2390,producer,3,3,0.19
2391,ranger,3,1,0.06
2392,sentry,3,1,0.06
2393,handling,3,3,0.19
2394,datanode,3,2,0.13
2395,accessible,3,3,0.19
2396,interrupt,3,2,0.13
2397,scm,3,2,0.13
2398,miniyarncluster,3,3,0.19
2399,simpleclassname/versionnumber,3,1,0.06
2400,insecure,3,1,0.06
2401,cluster-level,3,3,0.19
2402,accurate,3,2,0.13
2403,to/from,3,2,0.13
2404,webservices,3,3,0.19
2405,e2,3,1,0.06
2406,grab,3,2,0.13
2407,multi-resource,3,3,0.19
2408,objective,3,3,0.19
2409,predictive,3,1,0.06
2410,label-expression,3,1,0.06
2411,8gb,3,2,0.13
2412,lrpc,3,1,0.06
2413,port2,3,1,0.06
2414,inactive,3,3,0.19
2415,channel,3,2,0.13
2416,archive,3,1,0.06
2417,verb,3,2,0.13
2418,cross-site,3,2,0.13
2419,partial,3,3,0.19
2420,click,3,3,0.19
2421,per-framework,3,1,0.06
2422,increased/decreased,3,2,0.13
2423,array,3,3,0.19
2424,application-type,3,2,0.13
2425,yarn-1368,3,3,0.19
2426,repopulate,3,3,0.19
2427,-and,3,3,0.19
2428,unreserve,3,3,0.19
2429,superuser,3,1,0.06
2430,alongside,3,3,0.19
2431,watch,3,2,0.13
2432,lib,3,2,0.13
2433,ceiling,3,1,0.06
2434,behaves,3,3,0.19
2435,band,3,2,0.13
2436,am-nm,3,2,0.13
2437,serialization,3,2,0.13
2438,methodorvariablename-retries,3,2,0.13
2439,wrong,3,3,0.19
2440,max-retries,3,1,0.06
2441,millisecond,3,2,0.13
2442,yarn-45,3,3,0.19
2443,yarn-128,3,2,0.13
2444,utils,3,2,0.13
2445,grid,3,1,0.06
2446,ram,3,1,0.06
2447,reallocation,3,1,0.06
2448,node-local,3,1,0.06
2449,mem/cpu,3,1,0.06
2450,mapreduce-3502,3,2,0.13
2451,subclass,3,1,0.06
2452,discard,3,2,0.13
2453,rack-local,3,1,0.06
2454,start-yarn,3,1,0.06
2455,stop-yarn,3,1,0.06
2456,used-capacities,3,1,0.06
2457,q1,3,1,0.06
2458,log4j2,3,1,0.06
2459,inodes,3,1,0.06
2460,byqueuelen,3,1,0.06
2461,htrace-core,3,1,0.06
2462,remoterootlogdir,3,1,0.06
2463,deserialisation,3,1,0.06
2464,reinitialisation,3,1,0.06
2465,angular,3,1,0.06
2466,datatables,3,1,0.06
2467,sonatype-2020-0988,3,1,0.06
2468,vulnerable,3,2,0.13
2469,cross-origin,3,1,0.06
2470,decomissioning,2,1,0.06
2471,contains,2,2,0.13
2472,inclusive,2,2,0.13
2473,excessive,2,2,0.13
2474,illustrate,2,2,0.13
2475,co-located,2,2,0.13
2476,3x,2,2,0.13
2477,median,2,2,0.13
2478,queuelengththenresources,2,1,0.06
2479,orthogonal,2,2,0.13
2480,queuelength,2,1,0.06
2481,ascend,2,2,0.13
2482,akin,2,2,0.13
2483,waits,2,2,0.13
2484,temp,2,2,0.13
2485,android,2,1,0.06
2486,appropriately,2,2,0.13
2487,skill,2,1,0.06
2488,unclear,2,2,0.13
2489,jam,2,2,0.13
2490,impose,2,2,0.13
2491,minimum-user-limit-percent,2,2,0.13
2492,user-limit-factor,2,2,0.13
2493,subcommand,2,1,0.06
2494,ssl,2,2,0.13
2495,pain,2,2,0.13
2496,burden,2,2,0.13
2497,export,2,1,0.06
2498,parent/leaf,2,2,0.13
2499,ordering-policy,2,2,0.13
2500,inheritance,2,2,0.13
2501,auto-queue-creation-methodorvariablename-template,2,1,0.06
2502,relative/percentage,2,2,0.13
2503,import,2,2,0.13
2504,accessing,2,2,0.13
2505,orphan,2,1,0.06
2506,methodorvariablename-auto,2,1,0.06
2507,non-existent,2,2,0.13
2508,safety,2,2,0.13
2509,net,2,2,0.13
2510,incrementally,2,2,0.13
2511,circumvent,2,2,0.13
2512,technical,2,1,0.06
2513,university,2,2,0.13
2514,officially,2,2,0.13
2515,paradigm,2,2,0.13
2516,max-am,2,1,0.06
2517,fulfil,2,2,0.13
2518,auto-queue,2,2,0.13
2519,connected,2,2,0.13
2520,auto-creation-enabled-v2,2,1,0.06
2521,infer,2,2,0.13
2522,debate,2,2,0.13
2523,alice,2,1,0.06
2524,implies,2,2,0.13
2525,primarygroup,2,2,0.13
2526,creates,2,2,0.13
2527,widespread,2,2,0.13
2528,yarn-10475,2,1,0.06
2529,wont,2,2,0.13
2530,yarn-10421,2,2,0.13
2531,exceeds,2,2,0.13
2532,reconstruct,2,2,0.13
2533,filepath/v1/cluster,2,1,0.06
2534,forbidsubmitapplications,2,1,0.06
2535,aclsubmitapplications,2,1,0.06
2536,forbid,2,1,0.06
2537,backwards,2,2,0.13
2538,heartbeated,2,1,0.06
2539,liveliness,2,2,0.13
2540,repro,2,2,0.13
2541,scatter,2,2,0.13
2542,fs-cs,2,2,0.13
2543,technically,2,2,0.13
2544,hadoop-sls,2,2,0.13
2545,modified,2,2,0.13
2546,observer,2,1,0.06
2547,tail,2,2,0.13
2548,hidden,2,2,0.13
2549,explanation,2,2,0.13
2550,submitter,2,2,0.13
2551,overuse,2,1,0.06
2552,historyserver,2,1,0.06
2553,regex,2,1,0.06
2554,filename,2,1,0.06
2555,dominates,2,2,0.13
2556,single-thread,2,2,0.13
2557,proportion,2,2,0.13
2558,single-threaded,2,2,0.13
2559,fixed,2,2,0.13
2560,yarn-9699,2,1,0.06
2561,position,2,2,0.13
2562,yarn-4946,2,1,0.06
2563,discussing,2,2,0.13
2564,favor,2,2,0.13
2565,updating,2,2,0.13
2566,capacity-scheduler,2,2,0.13
2567,pagging,2,1,0.06
2568,ga,2,2,0.13
2569,expiration,2,2,0.13
2570,multi-cluster,2,2,0.13
2571,mrdelegationtoken,2,1,0.06
2572,pre-priming,2,1,0.06
2573,loaded,2,2,0.13
2574,tasks,2,2,0.13
2575,finding,2,2,0.13
2576,forced-exclusive,2,1,0.06
2577,1a,2,2,0.13
2578,1b,2,2,0.13
2579,stale,2,2,0.13
2580,visibility,2,2,0.13
2581,versionnumber+,2,2,0.13
2582,advance,2,2,0.13
2583,systemd,2,1,0.06
2584,spike,2,1,0.06
2585,non-responsive,2,2,0.13
2586,flood,2,2,0.13
2587,swarm,2,1,0.06
2588,oci,2,2,0.13
2589,continuation,2,2,0.13
2590,schedulable,2,2,0.13
2591,protocol-only,2,1,0.06
2592,evenly,2,2,0.13
2593,filepath-methodorvariablename-seconds,2,2,0.13
2594,robin,2,2,0.13
2595,sleeper,2,1,0.06
2596,yarn-9525,2,2,0.13
2597,workaround,2,2,0.13
2598,infomation,2,2,0.13
2599,asynchronized,2,2,0.13
2600,accelerator,2,1,0.06
2601,trend,2,2,0.13
2602,rise,2,2,0.13
2603,company,2,2,0.13
2604,suitable,2,2,0.13
2605,ratis,2,1,0.06
2606,raft,2,1,0.06
2607,testcase,2,2,0.13
2608,visible,2,2,0.13
2609,rare,2,2,0.13
2610,naive,2,2,0.13
2611,images,2,2,0.13
2612,publishing,2,2,0.13
2613,jersey,2,1,0.06
2614,yarn-7266,2,2,0.13
2615,temporarily,2,2,0.13
2616,preparation,2,2,0.13
2617,toward,2,2,0.13
2618,ideas,2,2,0.13
2619,overcome,2,2,0.13
2620,consecutive,2,1,0.06
2621,scenarios,2,2,0.13
2622,nonexistent,2,1,0.06
2623,yarn-7224,2,1,0.06
2624,refactors,2,2,0.13
2625,branch-versionnumber,2,2,0.13
2626,branch-2,2,2,0.13
2627,yarn-1582,2,2,0.13
2628,maximum-allocation-mb/maximum-allocation-vcores,2,1,0.06
2629,120g/256,2,1,0.06
2630,strongly,2,2,0.13
2631,csi-driver-adaptor,2,1,0.06
2632,c-e,2,2,0.13
2633,informs,2,2,0.13
2634,soft,2,2,0.13
2635,coefficient,2,1,0.06
2636,stag,2,2,0.13
2637,yarn-8303,2,2,0.13
2638,install,2,2,0.13
2639,containers,2,2,0.13
2640,comprise,2,2,0.13
2641,unpack,2,2,0.13
2642,webapp/dao,2,1,0.06
2643,approve,2,2,0.13
2644,w/o,2,2,0.13
2645,clusters/,2,1,0.06
2646,cluster-id,2,2,0.13
2647,subdomain,2,1,0.06
2648,gns,2,1,0.06
2649,mature,2,2,0.13
2650,downside,2,2,0.13
2651,well-defined,2,2,0.13
2652,internals,2,2,0.13
2653,overridden,2,2,0.13
2654,methodorvariablename-dirs,2,2,0.13
2655,uams,2,2,0.13
2656,traditionally,2,2,0.13
2657,selectively,2,2,0.13
2658,faithfully,2,1,0.06
2659,streams,2,2,0.13
2660,column,2,2,0.13
2661,commonly,2,2,0.13
2662,-m,2,2,0.13
2663,cpu-gpu,2,1,0.06
2664,conclusion,2,2,0.13
2665,dramatically,2,2,0.13
2666,emerge,2,2,0.13
2667,deprecate,2,2,0.13
2668,converge,2,2,0.13
2669,3rd,2,2,0.13
2670,client/server,2,2,0.13
2671,assist,2,2,0.13
2672,reachable,2,2,0.13
2673,encode,2,2,0.13
2674,synchronous,2,2,0.13
2675,tricky,2,2,0.13
2676,yarn-6127,2,2,0.13
2677,plain,2,2,0.13
2678,robustness,2,2,0.13
2679,wan,2,2,0.13
2680,na,2,2,0.13
2681,si,2,1,0.06
2682,rearrange,2,2,0.13
2683,claim,2,2,0.13
2684,non-federated,2,1,0.06
2685,complement,2,2,0.13
2686,someone,2,2,0.13
2687,prioritization,2,2,0.13
2688,aside,2,1,0.06
2689,peak,2,2,0.13
2690,yarn-3611,2,2,0.13
2691,enterprise,2,1,0.06
2692,maxcontainerresources,2,1,0.06
2693,disabled,2,2,0.13
2694,frozen,2,1,0.06
2695,recalculate,2,2,0.13
2696,multidimensional,2,1,0.06
2697,underutilized,2,2,0.13
2698,queueb,2,1,0.06
2699,unfair,2,2,0.13
2700,short-running,2,2,0.13
2701,yarn-8016,2,1,0.06
2702,3600s,2,1,0.06
2703,distinction,2,2,0.13
2704,tb,2,1,0.06
2705,utilisation,2,1,0.06
2706,reading,2,2,0.13
2707,latency-sensitive,2,1,0.06
2708,afford,2,2,0.13
2709,involves,2,2,0.13
2710,shot,2,2,0.13
2711,finalization,2,2,0.13
2712,achieves,2,2,0.13
2713,absence,2,2,0.13
2714,methodorvariablename-path,2,1,0.06
2715,methodorvariablename-filepath,2,2,0.13
2716,overallocation,2,2,0.13
2717,tweak,2,2,0.13
2718,queue-level,2,2,0.13
2719,container-based,2,2,0.13
2720,tackle,2,2,0.13
2721,narrow,2,2,0.13
2722,necessarily,2,2,0.13
2723,heavily,2,2,0.13
2724,tensorflow/ps,2,1,0.06
2725,finer,2,2,0.13
2726,mechanic,2,2,0.13
2727,pre-configured,2,2,0.13
2728,predefined,2,2,0.13
2729,refine,2,2,0.13
2730,unauthorized,2,1,0.06
2731,positive,2,2,0.13
2732,remembers,2,2,0.13
2733,viewer,2,1,0.06
2734,yarn-5366,2,2,0.13
2735,enabled,2,2,0.13
2736,fly,2,2,0.13
2737,purely,2,2,0.13
2738,horizontal,2,1,0.06
2739,bar,2,1,0.06
2740,httpd,2,2,0.13
2741,10minutes,2,1,0.06
2742,connectivity,2,2,0.13
2743,normalize,2,2,0.13
2744,circular,2,2,0.13
2745,datanode/nodemanager,2,1,0.06
2746,asc,2,2,0.13
2747,queue-mapping,2,2,0.13
2748,rrs,2,1,0.06
2749,yarn-5830,2,1,0.06
2750,wind,2,2,0.13
2751,hear,2,2,0.13
2752,cluster-wide,2,2,0.13
2753,retrieval,2,1,0.06
2754,rack-1,2,2,0.13
2755,auto-creating,2,1,0.06
2756,doubt,2,2,0.13
2757,-0,2,2,0.13
2758,reside,2,2,0.13
2759,correctness,2,2,0.13
2760,yarn-6596,2,1,0.06
2761,affinity/anti-affinity,2,2,0.13
2762,overhaul,2,2,0.13
2763,refactored,2,2,0.13
2764,unix,2,2,0.13
2765,cancelation,2,2,0.13
2766,effectiveness,2,2,0.13
2767,sas,2,1,0.06
2768,ai,2,1,0.06
2769,20gb,2,1,0.06
2770,app3,2,1,0.06
2771,slightly,2,2,0.13
2772,reusable,2,2,0.13
2773,red,2,2,0.13
2774,delayed,2,2,0.13
2775,logging,2,2,0.13
2776,over/under,2,2,0.13
2777,interacts,2,2,0.13
2778,deployed,2,2,0.13
2779,his/her,2,1,0.06
2780,arrangement,2,2,0.13
2781,submit/reconfigure/pause/kill,2,1,0.06
2782,disadvantage,2,2,0.13
2783,spin,2,2,0.13
2784,correlation,2,1,0.06
2785,relationship,2,2,0.13
2786,correlate,2,1,0.06
2787,1\,2,1,0.06
2788,2\,2,1,0.06
2789,clobber,2,2,0.13
2790,k8s,2,2,0.13
2791,4\,2,1,0.06
2792,buggy,2,2,0.13
2793,denial,2,2,0.13
2794,indexing,2,2,0.13
2795,applications/services,2,2,0.13
2796,entities+events,2,2,0.13
2797,simplemethodorvariablename/getnodes/getmetrics,2,2,0.13
2798,milestone,2,2,0.13
2799,transaction,2,1,0.06
2800,optimized,2,2,0.13
2801,formal,2,2,0.13
2802,scene,2,2,0.13
2803,star,2,2,0.13
2804,re-initializing,2,2,0.13
2805,churn,2,2,0.13
2806,runnable,2,2,0.13
2807,native-service,2,2,0.13
2808,besides,2,2,0.13
2809,yarn-4793,2,2,0.13
2810,queue/app,2,2,0.13
2811,timelineservice,2,2,0.13
2812,flip,2,2,0.13
2813,blow,2,2,0.13
2814,application-timeline,2,2,0.13
2815,yarn-6733,2,1,0.06
2816,dags,2,2,0.13
2817,sub_application,2,2,0.13
2818,delay-scheduling,2,2,0.13
2819,startup/shutdown,2,1,0.06
2820,transient,2,2,0.13
2821,placing,2,2,0.13
2822,untrusted,2,2,0.13
2823,importantly,2,2,0.13
2824,indirectly,2,2,0.13
2825,hop,2,2,0.13
2826,multi-tenant,2,2,0.13
2827,tenant,2,1,0.06
2828,ex,2,2,0.13
2829,workload/job,2,1,0.06
2830,lower,2,2,0.13
2831,alert,2,2,0.13
2832,penalty,2,2,0.13
2833,out-of-the-box,2,1,0.06
2834,unused,2,2,0.13
2835,9k,2,1,0.06
2836,transform,2,1,0.06
2837,spam,2,2,0.13
2838,federation-specific,2,2,0.13
2839,split/broadcast,2,2,0.13
2840,split-merge,2,2,0.13
2841,yarn-3666,2,2,0.13
2842,slot,2,2,0.13
2843,shade,2,1,0.06
2844,overkill,2,2,0.13
2845,multi-threading,2,2,0.13
2846,distcp,2,2,0.13
2847,contention,2,1,0.06
2848,graph,2,2,0.13
2849,graceful-stop,2,1,0.06
2850,sigterm,2,1,0.06
2851,discussed,2,2,0.13
2852,externally,2,2,0.13
2853,nmclient,2,2,0.13
2854,yarn-native-services,2,1,0.06
2855,variety,2,2,0.13
2856,workloads,2,2,0.13
2857,architectures,2,1,0.06
2858,isolation/monitoring,2,2,0.13
2859,yarn-4122/yarn-5517,2,1,0.06
2860,yarn-4122,2,2,0.13
2861,slider-core,2,2,0.13
2862,writeable,2,1,0.06
2863,refers,2,2,0.13
2864,future.-,2,1,0.06
2865,cpu/mem,2,2,0.13
2866,yarn-tf,2,1,0.06
2867,focussing,2,2,0.13
2868,boost,2,2,0.13
2869,popular,2,2,0.13
2870,evolve,2,2,0.13
2871,citizen,2,2,0.13
2872,preempted,2,2,0.13
2873,yarn-5734,2,2,0.13
2874,defer,2,1,0.06
2875,corner,2,2,0.13
2876,peer,2,1,0.06
2877,count-based,2,1,0.06
2878,redirects,2,2,0.13
2879,arrival,2,2,0.13
2880,prioritize,2,1,0.06
2881,methodorvariablename=1,2,1,0.06
2882,applicaiton,2,2,0.13
2883,ambiguous,2,2,0.13
2884,administrator/user,2,2,0.13
2885,web-based,2,1,0.06
2886,website,2,2,0.13
2887,atlas,2,1,0.06
2888,dump,2,2,0.13
2889,automate,2,1,0.06
